Title,Image Link,Product Link,Price,SKU,Item ID
Modified Microwave oven transformer for diy project,https://img.drz.lazcdn.com/static/bd/p/1654332b04af176f2c97a2dde48b3cba.jpg_200x200q80.avif,https://www.daraz.com.bd/products/diy-i240080111.html,3000,240080111_BD-1183483066,240080111
Microwave Oven Rack Multifunctional Kitchen Shelf Space Saving Storage Rack Rice Cooker Rack,https://img.drz.lazcdn.com/static/bd/p/8d91b552e175b596bad4e83d76728cc5.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i455287405.html,1050,455287405_BD-2184947862,455287405
metal park Shelf Kitchen Rack Floor Multi-Layer Microwave Shelf Seasoning Kitchen Supplies Storage Rack Oven Rack,https://img.drz.lazcdn.com/static/bd/p/07ed32ea822c30d47c1cbd0cab550f57.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i513717717.html,4950,513717717_BD-2467142635,513717717
"Silicone Hand Clip for The Kitchen Pots Hand Holder Clip Kitchen Oven Gloves & Mitt for Kitchen(Set of 2, Multicolor)",https://img.drz.lazcdn.com/static/bd/p/8c3749c5c9f5ff09ea3f20e70d50da23.jpg_200x200q80.avif,https://www.daraz.com.bd/products/2-i279933108.html,99,279933108_BD-1265248248,279933108
"Kitchen Baker 4-Tier Shelf Microwave Oven Stand with Storage Kitchen Baker's Rack Standing Baker's Racks (Color : Walnut, Size : Free Size",https://img.drz.lazcdn.com/g/kf/S23566327e70049cfa26f836824c679b3t.jpg_200x200q80.avif,https://www.daraz.com.bd/products/microwave-oven-stand-5-tier-kitchen-utility-storage-shelf-standing-bakers-racks-with-3-doors-12-hooks-multiuse-organizer-cabinet80x-34x-158cm-i480005357.html,12500,480005357_BD-2310306928,480005357
Multicolor Ceramic Coffee Mug Oven Safe,https://img.drz.lazcdn.com/static/bd/p/0740fd724f4d85d880f1756983aa6302.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i315766834.html,250,315766834_BD-1429540592,315766834
"2 Pcs Ceramic Baby Soup & Food Serving Bowl Set. Snack Bowl Set, Gift And Home Decoration. Microwave Oven Save Off-White Color Ceramic Plate & Bowl set. CD:80.",https://img.drz.lazcdn.com/static/bd/p/dc282ef317f04274c1e278d86121c448.jpg_200x200q80.avif,https://www.daraz.com.bd/products/2-cd-80-i203433811.html,240,203433811_BD-1151485414,203433811
"4 Pcs Packet Kitchen Mitt, Lusnee, Hata, Pot Holder, Oven Gloves",https://img.drz.lazcdn.com/static/bd/p/91c1a2400ec68bcfe81a473f42b0d01f.jpg_200x200q80.avif,https://www.daraz.com.bd/products/4-i332308361.html,60,332308361_BD-1619069685,332308361
2Pcs- Silicone Heat Resistant Grip Clip Hot Pot Pan Ear Handle Holder Kitchen Accessories Wares Silicone Oven Gloves Oven Mitt Cooking Finger Protector Pinch Grips Multicolor Kitchen Tool Set - Kitchen Accessories - Pitha Maker,https://img.drz.lazcdn.com/static/bd/p/490c07a159015265ed423168eaa14a47.jpg_200x200q80.avif,https://www.daraz.com.bd/products/2pcs-silicone-heat-resistant-grip-clip-hot-pot-pan-ear-handle-holder-kitchen-accessories-wares-silicone-oven-gloves-oven-mitt-cooking-finger-protector-pinch-grips-multicolor-kitchen-tool-set-kitchen-accessories-pitha-maker-i213647180.html,175,213647180_BD-1162854647,213647180
Microwave Oven Rack | Multi-functional Crockery storage Cabinet | Wooden Shelf for Essential Storage Kitchen Organizer Rack by Moumi Furniture,https://img.drz.lazcdn.com/static/bd/p/3af950199f880d141d5efc946208fdfe.jpg_200x200q80.avif,https://www.daraz.com.bd/products/moumi-i511693085.html,3649,511693085_BD-2455889528,511693085
3 Pcs Pyrex Opal Glassware White Oven Save Bowl Set With Plastic Lid.,https://img.drz.lazcdn.com/static/bd/p/6de8c45598ec37796492313aa7cab167.jpg_200x200q80.avif,https://www.daraz.com.bd/products/3-i457158724.html,1030,457158724_BD-2194429494,457158724
Rotating Prayer Beads Led Digital Counter Portable Finger Tasbeeh Misbaha Counter Prayer Islamic Tasbih Eid Gifts Digital Counter Clock Tally Display For Knitting Machine Countertop Oven With,https://img.drz.lazcdn.com/static/bd/p/d2042cf15607c1154b39958e3bdf6f44.jpg_200x200q80.avif,https://www.daraz.com.bd/products/led-i472488043.html,348,472488043_BD-2271028016,472488043
china doll with oven and food(export quality),https://img.drz.lazcdn.com/g/kf/Sfb665431bac0429da93f9d4456ae9728M.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i354180396.html,899,354180396_BD-1734307209,354180396
Aluminium Fry Pan - Black,https://img.drz.lazcdn.com/static/bd/p/b78d20b119471ace539b29bbd0a0c681.jpg_200x200q80.avif,https://www.daraz.com.bd/products/aluminium-fry-pan-black-i238318892.html,299,238318892_BD-1181864408,238318892
Infrared Microwave Motion Sensor Light Holder Switch 220V High Quality 360 Degree Body Motion Detector CWL-0516 Radar Automatic LED Light Lamp E22 - Light - Light - Light,https://img.drz.lazcdn.com/static/bd/p/8f6fee2fcee2c682de952ee0f5f79255.jpg_200x200q80.avif,https://www.daraz.com.bd/products/infrared-microwave-motion-sensor-light-holder-switch-220v-high-quality-360-degree-body-motion-detector-cwl-0516-radar-automatic-led-light-lamp-e22-light-light-light-i185007212.html,500,185007212_BD-1130414608,185007212
3 Meter / 10 Feet Multiplug (2Gang) Ideal Use for Fridge / Android TV / Smart TV / Electric Oven / CCTV NVR / DVR / Computer / Laptop etc. with 40/76 Cable & Universal Socket Handmade Multiplag Extension Socket 6 Port,https://img.drz.lazcdn.com/static/bd/p/244a14bfa6a4c45a5b96f75f584a974e.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3-10-2-cctv-nvrdvr-4076-6-i226604658.html,366,226604658_BD-1171048852,226604658
Oven Proof Tempered Glass Serving Dish with Glass Lid - Transparent 3 liter,https://img.drz.lazcdn.com/static/bd/p/afc17f0c8cbdc43a9da4f86dc1d566a3.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3-i232540826.html,2400,232540826_BD-1445242518,232540826
Kitchen Cabinet / Kitchen Storage Pot Racks / Kitchen Rack / Oven & Condiment Racks,https://img.drz.lazcdn.com/static/bd/p/8ffb399e921228ea8b38eecf091cff95.png_200x200q75.avif,https://www.daraz.com.bd/products/-i325883188.html,5499,325883188_BD-1565741116,325883188
Oven Proof Glass Serving Dish - Transparent 4 Pcs Set. Oven Use And Serving Dish And Bakeware. Oven Proof Glass Serving Dish - Transparent 4 Pcs Set. Oven Use And Serving Dish And Bakeware.,https://img.drz.lazcdn.com/static/bd/p/6caf656976ed3d3e6bca47037e651b18.jpg_200x200q75.avif,https://www.daraz.com.bd/products/4-4-i233181609.html,4949,233181609_BD-1175890502,233181609
"6 Pcs Ceramic Large Dinner Plate Set Square 11 Inch. Rice Dinner Plate, White Color With Flower print. Microwave oven save,Dishwasher Save,Dining Plate Set.",https://img.drz.lazcdn.com/static/bd/p/094b54db21b404b3dfdff75cdc239077.jpg_200x200q75.avif,https://www.daraz.com.bd/products/6-pcs-ceramic-large-dinner-plate-set-square-11-inch-rice-dinner-plate-white-color-with-flower-print-microwave-oven-savedishwasher-savedining-plate-set-i407970828.html,1860,407970828_BD-2018979135,407970828
Andormahal MDF Oven Cabinet plus kitchen cabinet(Multiple Purposes),https://img.drz.lazcdn.com/static/bd/p/55caba689ed96164d8275d7f4b89782e.jpg_200x200q75.avif,https://www.daraz.com.bd/products/andormahal-mdf-i199149027.html,11399,199149027_BD-1146547172,199149027
"New leaf design 7 Pcs Sweet Bowl Set Including Serving Dish , Oven Proof porcelain Ceramic Porcelain Snack Bowl Set,Ceramic Firni Set & bati, Soup & Firni Bati (Multicolour)",https://img.drz.lazcdn.com/static/bd/p/a6217c5ceaec89331eaafc0ad429edd0.jpg_200x200q75.avif,https://www.daraz.com.bd/products/new-leaf-design-7-pcs-sweet-bowl-set-including-serving-dish-oven-proof-porcelain-ceramic-porcelain-snack-bowl-setceramic-firni-set-bati-soup-firni-bati-multicolour-i364429302.html,1182,364429302_BD-1808441674,364429302
2 pieces Oven handspan handclip,https://img.drz.lazcdn.com/static/bd/p/e68632fb07eb0dc609ec89d915630420.jpg_200x200q75.avif,https://www.daraz.com.bd/products/2-pieces-oven-handspan-handclip-i170772486.html,115,170772486_BD-1106170987,170772486
3 Pieces 3 Size MICROWAVE FOOD COVER / Plate Cover Splatter Guard Non Stick Plastic Clear Dish Lid,https://img.drz.lazcdn.com/static/bd/p/2d9cbd8e27b6cd8680c8391535ff5039.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3-3-i227624239.html,178,227624239_BD-1171693786,227624239
6 Pcs Muffin Cup Multi Shape Silicone Soap Cookies Cupcake Bakeware Pan Tray Mould Home DIY Cake Tool,https://img.drz.lazcdn.com/static/bd/p/6487bd11ae95b2b20263744dbcf87486.jpg_200x200q75.avif,https://www.daraz.com.bd/products/6-pcs-muffin-cup-multi-shape-silicone-soap-cookies-cupcake-bakeware-pan-tray-mould-home-diy-cake-tool-i182617385.html,280,182617385_BD-1126542134,182617385
MICROWAVE FOOD COVER / Thai Micro oil proof cover Non Stick Plastic Clear Dish,https://img.drz.lazcdn.com/static/bd/p/3a2d70835589a213d6ad58fce3f3356b.jpg_200x200q75.avif,https://www.daraz.com.bd/products/-i368073217.html,145,368073217_BD-1837495544,368073217
RF L Mini Rack 1pcs 3 step mini rack kitchen mini rack - Oven Cover,https://img.drz.lazcdn.com/static/bd/p/63bd60e93cbb66af659b98248d35c7fe.png_200x200q75.avif,https://www.daraz.com.bd/products/rf-l-mini-rack-1pcs-3-step-mini-rack-kitchen-mini-rack-oven-cover-i522726598.html,285,522726598_BD-2519576248,522726598
Silicone Glove Heat-proof Anti-hot Anti-slip Baking Oven Silicone Hand Grip-2pcs,https://img.drz.lazcdn.com/static/bd/p/aa1c1716d5e59c6950cc70c7f67533ca.jpg_200x200q75.avif,https://www.daraz.com.bd/products/grip-2pcs-i318595879.html,190,318595879_BD-1453578833,318595879
Solimo 100% Cotton Padded Oven Gloves Paisley- Multicolour,https://img.drz.lazcdn.com/static/bd/p/9daedee48f8e54e7ea8be11c4d86f3e4.jpg_200x200q75.avif,https://www.daraz.com.bd/products/100-i152294137.html,257,152294137_BD-1079826923,152294137
Motion sensor microwave radar light-motion detector led lights bulb,https://img.drz.lazcdn.com/g/kf/Sa5cb015df40e472ea6086d84e9ae859dH.jpg_200x200q75.avif,https://www.daraz.com.bd/products/led-i368688216.html,229,368688216_BD-2525853995,368688216
3 Pieces MICROWAVE 3 Size FOOD COVER / Plate Cover Oven Proof & Food Grade,https://img.drz.lazcdn.com/static/bd/p/58f8758f2353544f8ed1e8351e34dcc0.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3-3-i270229451.html,198,270229451_BD-1241999042,270229451
6 Holes Stainless Steel Non-stick Muffin Cake Baking Oven Pan Cookie Tray Cup Cake Mold,https://img.drz.lazcdn.com/static/bd/p/63e2fc7b36e5c2a2b654a1da28560c07.jpg_200x200q75.avif,https://www.daraz.com.bd/products/6-i300263906.html,219,300263906_BD-1334051859,300263906
Pizza Pan 2 pieces Set - Black,https://img.drz.lazcdn.com/static/bd/p/88b9c743079bbbd8f2f7b1d1b6e10d3b.jpg_200x200q75.avif,https://www.daraz.com.bd/products/2-i100230029.html,399,100230029_BD-1014101218,100230029
"Excusive Fish Design Serving Dish / Plate 12"" Inch,Oven Proof melamine Serving Platters Serving tray -full white",https://img.drz.lazcdn.com/static/bd/p/3a18fc1efaf3dd7c4faa3ccacbfd0985.jpg_200x200q75.avif,https://www.daraz.com.bd/products/12-i335287751.html,290,335287751_BD-1630533556,335287751
"Barbie GTN63 Chelsea Can Be Pizza Chef Playset with Brunette Chelsea Doll (6-in/15.24-cm), Pizza Oven, 2 Spice Shakers, Pizza Pan & More",https://img.drz.lazcdn.com/static/bd/p/8534bcb8f583a52a8eb329b327276a27.jpg_200x200q75.avif,https://www.daraz.com.bd/products/gtn63-6-15-24-cm-2-i300226639.html,3519,300226639_BD-1333999094,300226639
3 Piece Pizza Pan 6/8/10 Inch Non-Stick Set - Black,https://img.drz.lazcdn.com/static/bd/p/0323a36bab1c9f924808ad6153072081.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3-6810-i215170397.html,699,215170397_BD-1163774152,215170397
2Pcs/Pair Decorative Double Door Knob Handle Covers for Refrigerator/Fridge/Micro Oven,https://img.drz.lazcdn.com/static/bd/p/7cbd80eb932cdc63c91f2302439de6a9.jpg_200x200q75.avif,https://www.daraz.com.bd/products/2-i217665353.html,69,217665353_BD-1165629880,217665353
"new Excusive Desing 7 Pcs Sweet Bowl Set Including Serving Dish , Oven Proof porcelain Ceramic Porcelain Snack Bowl Set,Ceramic Firni Set & bati, Soup & Firni Bati",https://img.drz.lazcdn.com/static/bd/p/0bc69e6c502616f23580dbbd6b9fa0a2.jpg_200x200q75.avif,https://www.daraz.com.bd/products/new-excusive-desing-7-pcs-sweet-bowl-set-including-serving-dish-oven-proof-porcelain-ceramic-porcelain-snack-bowl-setceramic-firni-set-bati-soup-firni-bati-i304142298.html,1340,304142298_BD-1355913933,304142298
Oven Proof Glass Serving Dish - Transparent 3 Pcs Set,https://img.drz.lazcdn.com/static/bd/p/2c1ea0f371df53db63e693572333a41f.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3-i233181835.html,3295,233181835_BD-1175882797,233181835
"4 Pcs Packet Kitchen Mitt, Lusnee, Hata, Pot Holder, Oven Gloves (Lusnee, Hata, Pot Holder, Oven Gloves)",https://img.drz.lazcdn.com/static/bd/p/26ab195211ae3b4a2fd888a3ba4d390e.jpg_200x200q80.avif,https://www.daraz.com.bd/products/4-pcs-packet-kitchen-mitt-lusnee-hata-pot-holder-oven-gloves-lusnee-hata-pot-holder-oven-gloves-i240564787.html,36,240564787_BD-1183836092,240564787
3Pack Paper Stick Heat For Press Non Sheet 16x20'' Teflon,https://img.drz.lazcdn.com/static/bd/p/33519ac081fd377893404d69af81b28d.jpg_200x200q80.avif,https://www.daraz.com.bd/products/3pack-paper-stick-heat-for-press-non-sheet-16x20-teflon-i312749674.html,686,312749674_BD-1403051975,312749674
Gas Saving Net 4G- 34 Cooking Utensils,https://img.drz.lazcdn.com/static/bd/p/6cbaecad78ec73797da4054c3b19ddbb.jpg_200x200q80.avif,https://www.daraz.com.bd/products/4g-34-cooking-utensils-i231365236.html,39,231365236_BD-1174514283,231365236
Angry Mom Microwave Oven Steam Cleaner Easily Cleans Microwave Oven Appliances for The Kitchen Cleaning Tools.,https://img.drz.lazcdn.com/static/bd/p/eb9342bd899b75a801b2e19d776eda72.jpg_200x200q80.avif,https://www.daraz.com.bd/products/angry-mom-i364817126.html,50,364817126_BD-1814848985,364817126
1 Pc Angry Mom Microwave Cleaner Oven Steam Cleaner Easily Cleans Microwave Appliances for The Kitchen Refrigerator Cleaning Tools - Kitchen Accessories - Kitchen Accessories,https://img.drz.lazcdn.com/static/bd/p/a3453c090c6f84aa99ab13d543e71d00.jpg_200x200q80.avif,https://www.daraz.com.bd/products/1-pc-angry-mom-microwave-cleaner-oven-steam-cleaner-easily-cleans-microwave-appliances-for-the-kitchen-refrigerator-cleaning-tools-kitchen-accessories-kitchen-accessories-i258371566.html,120,258371566_BD-1210052280,258371566
6 Holes Stainles Steel Non-stick Muffin Cake Baking Oven Pan Cookie Tray Cup Cake Mold high quality,https://img.drz.lazcdn.com/static/bd/p/a5d7ddad303a880522bcbfcd1280d8ee.jpg_200x200q80.avif,https://www.daraz.com.bd/products/6-i325750440.html,157,325750440_BD-1564935455,325750440
Oven gloves 1 gloves 1 lucni -multi coloured,https://img.drz.lazcdn.com/static/bd/p/53383f994b1b9bd20a14fc961f643fb8.jpg_200x200q80.avif,https://www.daraz.com.bd/products/1-1-i409853791.html,99,409853791_BD-2026362434,409853791
6 Holes Stainles Steel Non-stick Muffin Cake Baking Oven Pan Cookie Tray Cup Cake Mold high quality,https://img.drz.lazcdn.com/static/bd/p/96b4d6dc7d2aebf2066ef027f1851a7e.jpg_200x200q80.avif,https://www.daraz.com.bd/products/6-i330527929.html,160,330527929_BD-1610615387,330527929
Women Cooking Cotton Microwave Oven Gloves- Multicolour,https://img.drz.lazcdn.com/static/bd/p/3054e4ce4b42f6ac46dca4c4ac8931bc.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i152296261.html,289,152296261_BD-1079842848,152296261
Oven Cover Dustproof microwave cover/ Beautiful multicolor printed oven cover - Oven Cover,https://img.drz.lazcdn.com/static/bd/p/0e18188db50a919ec03b684132d35fbc.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i328214093.html,264,328214093_BD-1601423130,328214093
Refrigerator Drawer Mats / Fridge Mats Pack Of 4 Pcs,https://img.drz.lazcdn.com/static/bd/p/3c4fef98773f09dff816eb1852c3319d.jpg_200x200q80.avif,https://www.daraz.com.bd/products/4-i271413507.html,220,271413507_BD-1243239192,271413507
2 Pcs Silicone Mini Oven Mitt Heat Resistant Cooking Pinch Mitts Pot Holder Cooking Pinch Grips Gloves for Kitchen Cooking.,https://img.drz.lazcdn.com/static/bd/p/bcd8d4640f6bcd7d6f01dc87e65fa094.jpg_200x200q80.avif,https://www.daraz.com.bd/products/2-i207634422.html,175,207634422_BD-1157413697,207634422
1 Piece Group Oven Pot Holder Silicone Gloves,https://img.drz.lazcdn.com/static/bd/p/497996af1d8e4185e54a4059073367c2.jpg_200x200q80.avif,https://www.daraz.com.bd/products/1-i132986870.html,99,132986870_BD-1054360775,132986870
2 Piece Microwave Oven Meat Heat Resistant Gloves Clip Silicone Anti-slip,https://img.drz.lazcdn.com/static/bd/p/1161d92f63460a9ade74b75f980ca7e0.jpg_200x200q80.avif,https://www.daraz.com.bd/products/2-i244243145.html,120,244243145_BD-1187513062,244243145
"Cotton linning Long sleeve rubber gloves, reusable dishwashing gloves, kitchen, oven, pet cleaning gloves",https://img.drz.lazcdn.com/static/bd/p/1185f354f3badf535481f96056ca6cf0.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i519330298.html,251,519330298_BD-2497778764,519330298
2 Pieces MICROWAVE FOOD COVER / Plate Cover Splatter Guard Non Stick Plastic Clear Dish Lid,https://img.drz.lazcdn.com/static/bd/p/73b097ca484400056e60c2a391d800f5.jpg_200x200q80.avif,https://www.daraz.com.bd/products/2-splatter-i202031661.html,135,202031661_BD-1149609959,202031661
"6 Pcs Ceramic Dinner Plate Set 9""Inch Deep Shaped, Deep Rice Dinner Plate, White Color Wikth print. Microwave oven save,Dishwasher save,Dining Plate Set For Gift And Home Decoration. CD:M00",https://img.drz.lazcdn.com/static/bd/p/140602a73baf59bc5833d6015a7b23b7.jpg_200x200q80.avif,https://www.daraz.com.bd/products/6-9-cd-m00-i203274074.html,1450,203274074_BD-1151328266,203274074
Double part Rust Removal Cleaning Cloth Kitchen Magic Dishwashing Towel Metal Steel Wire Cleaning Rag Microwave Stove Clean Tools Dish Cloth,https://img.drz.lazcdn.com/static/bd/p/c68d8d11a8ab981ffa3c2cf425862ad8.jpg_200x200q80.avif,https://www.daraz.com.bd/products/double-part-rust-removal-cleaning-cloth-kitchen-magic-dishwashing-towel-metal-steel-wire-cleaning-rag-microwave-stove-clean-tools-dish-cloth-i465997122.html,148,465997122_BD-2238853920,465997122
Silicone 8 Different Cake Mold -Triangle Shape[Color Randomly Selected],https://img.drz.lazcdn.com/static/bd/p/123ba1eeb2cd1628f769dc3a7ec6533f.jpg_200x200q80.avif,https://www.daraz.com.bd/products/8-i313944898.html,450,313944898_BD-1408914727,313944898
1 Pc Angry Mom Microwave Cleaner Oven Steam Cleaner Easily Cleans Microwave Appliances for The Kitchen Refrigerator Cleaning Tools,https://img.drz.lazcdn.com/static/bd/p/bcd247136b2867aa8819cdb18c9ba8c3.jpg_200x200q80.avif,https://www.daraz.com.bd/products/1-i288454820.html,60,288454820_BD-1289393080,288454820
"Excusive Fish Desing Serving Dish Oven Proof Melamine - 12""Inch",https://img.drz.lazcdn.com/static/bd/p/7a18ec98d3c6a7286568bb4f5c6946ea.jpg_200x200q75.avif,https://www.daraz.com.bd/products/12-i299338961.html,350,299338961_BD-1329388690,299338961
"Heavy Duty 13 Ampere Plug For Oven,Electric Kettle,Fridge and other Accessories",https://img.drz.lazcdn.com/static/bd/p/c26d131702dafa8c1bd9e3a17353efc5.jpg_200x200q75.avif,https://www.daraz.com.bd/products/heavy-duty-13-ampere-plug-for-ovenelectric-kettlefridge-and-other-accessories-i184277877.html,65,184277877_BD-1129080814,184277877
Silicon 2 pcs Grip Oven Pot Holder - Kitchen Accessories |,https://img.drz.lazcdn.com/g/kf/S6217a55aedf34750999c902448288fce9.jpg_200x200q75.avif,https://www.daraz.com.bd/products/2-i365205128.html,118,365205128_BD-1817966140,365205128
750 ML SUS304 Leakproof Gourmet Lunch Box Bento Free Chopsticks Spoon Fork Stainless Steel 2 Compartments Sealed Tiffin Box for Kids Office School Hot Microwave,https://img.drz.lazcdn.com/static/bd/p/0b2c57e533154ca368a93cb06c2f1e22.jpg_200x200q75.avif,https://www.daraz.com.bd/products/sus304-2-i325930343.html,1150,325930343_BD-1566065602,325930343
"8 Pcs Packet Kitchen Mitt, Lusnee, Hata, Pot Holder, Oven Gloves (Lusnee, Hata, Pot Holder, Oven Gloves)",https://img.drz.lazcdn.com/static/bd/p/82c6c23559dacd3a8e23b05eeccb9795.jpg_200x200q75.avif,https://www.daraz.com.bd/products/8-i140414656.html,80,140414656_BD-1063858371,140414656
2 Pieces MICROWAVE FOOD COVER / Plate Cover Splatter Guard Non Stick Plastic Clear Dish Lid,https://img.drz.lazcdn.com/static/bd/p/983217a4a2cd0cb83ed389d6d53623a3.jpg_200x200q75.avif,https://www.daraz.com.bd/products/2-splatter-i226049249.html,135,226049249_BD-1170819154,226049249
3Pcs- Thermal Fuse 10A 250V FUSE RF250V Ceramic Fuse 10Amp 185 Degree Celsius 240mm With Cables 10A Cutoff Protector 250V Fuse 10A For Rice Cooker,https://img.drz.lazcdn.com/static/bd/p/504bfc93ec4c80acfda57d1a61557390.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3pcs-thermal-fuse-10a-250v-fuse-rf250v-ceramic-fuse-10amp-185-degree-celsius-240mm-with-cables-10a-cutoff-protector-250v-fuse-10a-for-rice-cooker-i214934929.html,79,214934929_BD-1163629062,214934929
"4Pcs Square Shape Cake Mold, Aluminum Round Cake Mold 4Pis Set, Make Cake, Pudding And More, Oven Proof Cake Pan Set. - Cake Decoration Tools",https://img.drz.lazcdn.com/static/bd/p/e14371adecf48f222f51a480daf5c7eb.jpg_200x200q75.avif,https://www.daraz.com.bd/products/4pcs-square-shape-cake-mold-aluminum-round-cake-mold-4pis-set-make-cake-pudding-and-more-oven-proof-cake-pan-set-cake-decoration-tools-i226163352.html,359,226163352_BD-1170851699,226163352
Microwave Oven Storage Rack - Silver,https://img.drz.lazcdn.com/static/bd/p/781435bd5c3deaeff9ffc2071b55e55b.jpg_200x200q75.avif,https://www.daraz.com.bd/products/-i1607136.html,3500,BI100HL0AUEMONAFAMZ-1191255,1607136
"10.8-inch large Dinner Plate / Rice Dinner Plate, 6 Pcs Set Multicolor Microwave oven safe, Dishwasher Safe, Dining Plate Set.",https://img.drz.lazcdn.com/static/bd/p/4c682858b331a72a3d071ec11753601c.jpg_200x200q75.avif,https://www.daraz.com.bd/products/10-6-i443651669.html,572,443651669_BD-2125586140,443651669
Love Heart Shape Non Stick Baking Spring Form Cake Tins Set Oven Tray Bakeware -,https://img.drz.lazcdn.com/static/bd/p/d823f5f5aef3c8b055087b30ff317d74.jpg_200x200q75.avif,https://www.daraz.com.bd/products/-i135638400.html,914,135638400_BD-1057672781,135638400
2 Pieces MICROWAVE FOOD COVER / Plate Cover Splatter Guard Non Stick Plastic Clear Dish Lid,https://img.drz.lazcdn.com/static/bd/p/0173616349eabefb60e881b34ceec7e6.jpg_200x200q75.avif,https://www.daraz.com.bd/products/2-splatter-i205859195.html,135,205859195_BD-1154366696,205859195
Scarlett Hand Mixer - 7 Speed Egg Beater,https://img.drz.lazcdn.com/static/bd/p/a327eb4880698f33fc0f3dd204b8059b.jpg_200x200q75.avif,https://www.daraz.com.bd/products/scarlett-7-i265794694.html,800,265794694_BD-1237626936,265794694
"【3C VictoryEagle】Shelf Liner Paper for Kitchen Cabinets,Refrigerator,Drawers,Cabinets(12 x 196Inch)",https://img.drz.lazcdn.com/static/bd/p/eb69dc5a52e9647b080b560c6225bdc4.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3c-victoryagle-12x196-i342303106.html,702,342303106_BD-1672139812,342303106
Hit Proof High Quality Silicon oven Grip Pot Holder 2 Pcs Set,https://img.drz.lazcdn.com/static/bd/p/6295ac07261e9ad74807962c592833a1.png_200x200q75.avif,https://www.daraz.com.bd/products/2-i334530696.html,250,334530696_BD-1626962672,334530696
5 Pcs Pyrex Opal Glassware Oven Save Curry Bowl Set. ,https://img.drz.lazcdn.com/g/kf/Sdaef7d2761b74f21b4a0c2aab84e5c73x.jpg_200x200q75.avif,https://www.daraz.com.bd/products/5-i328056668.html,1890,328056668_BD-1600681168,328056668
"Silicone Ice Cube Tray 37 Cavity Ice-making Box -Features : Dishwasher Safe, Easy Clean, Microwaveable",https://img.drz.lazcdn.com/static/bd/p/98d2c98c68f22388b7fd00f4dbe87cea.jpg_200x200q75.avif,https://www.daraz.com.bd/products/37-i361170861.html,270,361170861_BD-1783970217,361170861
3 Pieces MICROWAVE 3 Size FOOD COVER / Plate Cover Splatter Guard Non Stick Plastic Clear Dish Lid,https://img.drz.lazcdn.com/static/bd/p/f5edb28cd67a588b4c8433d19c316bcf.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3-3-i225100649.html,190,225100649_BD-1170487099,225100649
Silicon 2 pcs Grip Oven Or Hot Pot Holder,https://img.drz.lazcdn.com/static/bd/p/8e4e7a1f20a50b23f65c4f9950949842.jpg_200x200q75.avif,https://www.daraz.com.bd/products/2-i465370347.html,135,465370347_BD-2234871312,465370347
Silicone Cake Mold 3D Love Heart Shape Mould Fondant Cake Chocolate Baking Tools,https://img.drz.lazcdn.com/static/bd/p/5b39f969f524fa918732e7f3ec852698.jpg_200x200q75.avif,https://www.daraz.com.bd/products/3d-i320191853.html,300,320191853_BD-1478851310,320191853
Durable Silicone Stretch Lid - Expandable Food Cover ( 6 Sizes),https://img.drz.lazcdn.com/static/bd/p/c82d274cd197df0c802d7cf3ba7ab2ba.jpg_200x200q80.avif,https://www.daraz.com.bd/products/6-i176662882.html,250,176662882_BD-1116492504,176662882
Oven Cover Dustproof microwave cover/ Beautiful multicolor printed oven cover - Oven Cover,https://img.drz.lazcdn.com/static/bd/p/d6d2e8606b9a1d29aa740d4f8cee3bb0.jpg_200x200q80.avif,https://www.daraz.com.bd/products/-i309247323.html,120,309247323_BD-1385102934,309247323
Andormahal Kitchen Oven Cabinet (Multiple Purposes)-Made Of Melamine Laminated Board(3ft by 2ft by 14inch),https://img.drz.lazcdn.com/static/bd/p/c90b17f917374a22fbe6f56fed1065d0.jpg_200x200q80.avif,https://www.daraz.com.bd/products/andormahal-3-2-14-i421716604.html,3627,421716604_BD-2064184218,421716604
"2Pcs Microwave Oven Mitt Heat Resistant Gloves Clips Silicone Anti-slip Glove Cooking Baking Kitchen Cooking Gadgets Oven Mitts-Potholders, Mitts & Cozies-Urmi Collection",https://img.drz.lazcdn.com/static/bd/p/bb85ea87479ba3761005fdc60307ee47.png_200x200q80.avif,https://www.daraz.com.bd/products/2pcs-microwave-oven-mitt-heat-resistant-gloves-clips-silicone-anti-slip-glove-cooking-baking-kitchen-cooking-gadgets-oven-mitts-potholders-mitts-cozies-urmi-collection-i343850736.html,199,343850736_BD-1677106192,343850736
